证券代码,证券简称,营业总收入,行业代码1,现金资产比率,应收类资产比率,固定资产比率,无形资产比率,金融负债比率,少数股东权益占比,市盈率（PE）1,资产负债率,市值A,托宾Q值A,账面市值比A,资产报酬率A,净资产收益率（ROE）A
14,沙河股份,-0.1479226699607485,K70,0.3446355751518916,-1.2588095439704459,-1.2487203775941866,-0.7100052775049953,-1.455916175414888,-0.07346634749573336,-0.3296820149904477,-0.7936419912777917,-0.06790283344101372,-0.30414986140596034,0.028679324486448016,0.022936790637737372,0.0312649030367459
16,深康佳A,-0.024639666193089427,C39,-0.4577575022411944,-0.7146940642595216,-0.25975040244275027,-0.18987239247939722,1.456646722926465,-0.008804886891723214,-0.37084354261026364,2.1155105559892973,-0.04289139730582771,-0.6525122471982627,1.0600205257580064,-1.4754029519543044,-0.8519693641945301
17,深中华A,-0.14864483521460906,C24,-0.8303961728949847,2.674716974794606,-1.264340339044968,-0.7100052775049953,-1.5019245370746461,-0.07214573890555825,1.3288862828745005,-1.314892600050227,-0.06846690468750978,4.37507321624772,-2.0960772901639486,0.014102240268682651,0.01963944284469435
19,深粮控股,-0.09293073644482343,F51,-1.0110477595842065,-1.1080029493555936,0.6580267803327131,0.48978718149292166,0.4789611188335954,-0.18195713319676615,-0.21443886838687978,-0.37123600376144383,-0.06386668598684253,-0.5741058908355279,0.7645513416970103,0.43249361713692,0.07438898686612036
20,深华发A,-0.1434760920940323,C39,-0.429271271170069,0.9537985864772923,0.26880806877225877,0.14907049641110623,-1.5754151739736804,-0.18520843434553527,1.8616186564295938,0.053485180238807106,-0.06779664811501968,2.8829082724654875,-1.9041902207327528,-0.0003131602115610875,0.05004114653547548
21,深科技,0.018564774670716305,C39,-0.5933789313526003,-0.1932343297135196,-0.15673817177057814,-0.4894468603459824,1.0330332456789706,0.3570966931917216,-0.1554118955771494,0.5787309988482753,-0.036978239491792776,-0.32956960689517933,0.0842368975369339,0.14054404896533082,0.09282858941573859
25,特力A,-0.12036721621269719,F51,-0.6991066735973542,-0.3706871700621185,-1.1138954471769156,-0.6844658971578164,-0.13066947021571498,0.08004789106977617,0.0709186803645075,-0.6373178994631016,-0.06450108073558627,1.0109306741689161,-1.3488607699283008,0.678826738646818,0.09449477298970922
26,飞亚达,-0.10498802870802196,F52,-0.10449452544317918,-0.5262823653595561,-0.7602832396310985,-0.5907174836390419,0.4912432133145397,-0.18520843434553527,-0.2794088361883271,-0.9878055071365464,-0.06657569591649183,-0.5514091311355764,0.6875635255095441,0.8553884599249938,0.09025461002394056
27,深圳能源,0.32796903142983963,D44,-0.4220738624911515,-0.49168086365312746,1.2956891324146764,1.3360193570607957,1.3846171088718762,0.4617186537271711,-0.28447798023952137,1.0935883513261955,0.04222090611887416,-0.8243261361809695,1.9267178835052674,0.16874996709483187,0.06929398283856425
28,国药一致,0.7400034402295779,F51,-0.3663150149270789,2.798242276273361,-1.2018200619352397,-0.5264337957426685,-0.6186708973178555,0.42507641538005914,-0.30420341676605056,0.7985181704244982,-0.03271599076814626,-0.7834509491816308,1.6859110653297873,0.08378744976509497,0.07506416000562946
29,深深房A,-0.14977139923111155,K70,-0.4333925040084663,-1.1531771321389879,-1.2891921155033295,-0.7100052775049953,-1.429776140674981,-0.10204729340648068,-0.37084354261026364,0.018485669177979055,-0.0561473280058248,0.8235293201226708,-1.2453021105080628,-0.5554676863295621,-0.018539045018808088
30,富奥股份,0.02897014016043308,C36,-0.6070068117200581,0.6024371568229425,-0.1018728887109309,-0.15868314278210122,-0.7343965767147073,0.3396348996078289,-0.280111721078798,0.26736238703306014,-0.05672702865775352,-0.6859897723260892,1.2022685533516653,0.24515805394526036,0.10657602233196198
31,大悦城,0.17079889293089676,K70,-0.03312724594309439,-1.2435684063140424,-1.2000478229958291,-0.5781695179893652,0.3602302461063002,2.4501311077723376,0.4276138650125475,1.6287301390020466,0.060885518396195146,-0.8251530205418571,1.9318663020042464,-0.16439877255392013,-0.008250692416764394
32,深桑达A,0.6127694376353549,E49,-0.22067283766668988,0.4116397393033381,-0.8096768191972025,-0.45764992121277615,-0.6385906965872401,1.570907108675732,-0.21388311197146517,1.9133980454432657,-0.013440718875635497,-0.6332550484952806,0.9828372494908525,-0.35597922945949256,-0.015265306350767952
34,神州数码,1.2952191736307868,F51,-0.31137367162747354,1.0507720411604902,-1.199832189360615,-0.489709644966918,0.19286988130455113,0.0828788294842075,-0.25019459707952935,1.6869598620991715,-0.027059879090850805,-0.5270099624573269,0.6085663797028865,0.29726035343886886,0.15169914820184338
35,中国天楹,-0.08553842460414082,N77,-1.0586147087455766,-0.4636014704032663,-0.711334404437623,7.599852125914669,1.4088803825595697,-0.12716489678919168,-0.33288733821494954,0.9732395591500418,-0.045438721488739134,-0.6473407456386779,1.0389733843772146,0.14543537319405253,0.04456411176791703
36,华联控股,-0.14781084994531304,K70,0.9146046050658376,-1.262782881095961,-0.6776349103844064,-0.7042732879608391,-0.18350781671739094,0.35838010153992,0.015345727472004293,-0.844585519476272,-0.0645248645413178,-0.7266677925713085,1.3904301536640093,-0.3564963738713397,-0.006193021896355692
37,深南电A,-0.14719693217741445,D44,0.5014025527122483,-0.735324523114248,0.5610725070998215,-0.5460769461576047,1.119083135864128,-0.3169530913062425,-0.37084354261026364,-0.3778593988714555,-0.06725206924241828,0.16385886967233662,-0.7019856362012289,-1.0093265507769889,-0.08989179630003884
39,中集集团,1.8867272947537441,C33,-0.17794349106000107,0.3719836035430668,0.17274328428462238,-0.1669115862251473,0.10916396272890985,0.7208071790227352,-0.19059959880864777,1.005514226635382,0.06951894346273628,-0.7331482381769623,1.4221064141782287,0.22143405405176642,0.05608744493046299
40,ST 旭蓝,-0.14044109796688672,D44,-1.1308500597842204,-0.15575795125320793,0.10489281325445997,-0.6457708617250506,1.2191572615913564,-0.1866183235164546,-0.37084354261026364,0.5256609879945997,-0.057065499279294746,-0.9367433233412628,2.7510355867746,-0.5349542913262908,-0.04339752049698066
42,中洲控股,-0.09197537393957761,K70,-0.589999351867534,-1.1855559679371916,-1.1148388443309756,-0.7094468601855072,0.32014120464287055,-0.3181248989285109,-0.37084354261026364,1.9636741710768042,-0.046821927796568755,-0.7386732501723468,1.4495099173504717,-0.5288347491194297,-0.22294818581551104
45,深纺织A,-0.11317553175380028,C39,-0.5322009575818019,0.23414399034647307,1.0417535727463223,-0.6020500704168881,-0.02994996041356928,0.9420667782521285,-0.11033173882580792,-0.7824296281867636,-0.06579097406488159,-0.644246877893424,1.0264991220915334,0.08273161325757353,0.03437410371280464
48,京基智农,-0.08039023676186244,A03,-0.5337179758045245,-1.1732154521996307,2.094126575201642,-0.6452288684443692,-0.21181760896070173,-0.1365728379851152,-0.331545141972248,0.9787582879456671,-0.05800873623933527,-0.35565989306360546,0.14369194457639642,0.9279179636865658,0.25782237054715007
49,德赛电池,0.0834931075174828,C38,-0.6815766852458924,1.5596423900409824,0.1703241444395704,-0.281222896332136,-0.020261280466802707,-0.1542764331418565,-0.23296151812133886,0.9651847006076364,-0.05387462460778976,-0.5104331893191548,0.5569805554716586,-0.3508077853410202,0.021689548399954493
50,深天马A,0.22673945079966015,C39,-0.4703656092478226,-0.3892923426066462,2.542529981077115,-0.22513480380119172,1.2034344385146867,0.043253131730559134,-0.37084354261026364,1.0374298775685462,-0.013107375729566663,-0.7963397485841636,1.7590717731569638,-0.49341035690789437,-0.05137855872871294
55,方大集团,-0.10235011831798664,C33,-0.7302224029211989,-0.5584037495081586,-0.938982876263226,-0.546257610584498,0.6713647613890427,-0.15572724257895026,-0.26018156695116684,0.6464056189334089,-0.061778293637882085,-0.8710277310509321,2.236662841067948,-0.1985087560520105,0.026253113625824154
56,皇庭国际,-0.14479723329309768,L72,-1.1426659461634268,-1.0081717813618214,-1.2282890906577029,-0.6535558561202661,1.1404995926814803,-0.3433913032791286,-0.37084354261026364,2.3417830393862347,-0.06218779101963601,-0.5290441674711912,0.6150087439293993,0.030219907771254675,-0.740607403483845
58,深赛格,-0.13339549451146523,L72,0.2357473782764664,-0.634437803357109,-0.8288682127312075,-0.6464442473161981,-0.3109098006352949,0.534876649598674,0.16829281915150332,0.4567113988716113,-0.062249182201490935,0.187251358755766,-0.7282554709112811,-0.036297792202595484,0.015429539739519932
59,华锦股份,0.2344261361924167,C25,0.3284961868379256,-1.2062379171218383,1.0968951364010864,-0.04279512494950051,1.332808209360866,-0.0021348835052895244,0.24971797905646653,0.5113463536706685,-0.0528309937540396,-0.8671286933450241,2.209196790670206,-1.9785198216301818,-0.30122666269025034
60,中金岭南,0.5700799798817348,C32,-0.5560012879205164,-1.1225060589498066,1.258606885709047,1.194871167540762,1.7161148775122899,0.5430904630271429,-0.24524173209203418,0.9566189338948272,-0.03291070644674219,-0.6701556316758991,1.1336581561796222,0.22343798864767658,0.08741963933451717
61,农产品,-0.09406577173502854,L72,-0.6258599770768946,-1.159295899677848,-0.6348788036522194,0.3731436578751327,1.295174003029024,0.601572963438813,-0.2444352041208033,0.9438830518452073,-0.05158662704371045,-0.5751898736951788,0.7683159028317993,0.2350306425465832,0.08769765180372681
62,深圳华强,0.10442203343092094,F51,0.2873007142119904,1.6208987192028108,-1.195485823900842,-0.5537141242035457,1.4668620046030723,0.2239309869875017,0.006422988904749524,0.4721767272730294,-0.03877335880712427,0.49199298878321973,-1.0158358861560737,0.25823749802822776,0.05363072249846787
63,中兴通讯,1.2710738919332984,C39,0.1462854425309047,-0.37539853524982353,-0.8296027148011537,-0.08646664414123598,0.41088299745856255,-0.168832887827364,-0.2566001397656247,1.0417702956288253,0.14334540177071586,-0.41512521239075634,0.2893018855406868,0.34750955212335827,0.1836876033325353
65,北方国际,0.07028210223440412,F51,-0.11022548317346487,0.18670423304658595,-0.5184703333924054,0.2974781110844878,0.15052397528466166,0.12646635300838155,-0.2897099643496271,0.8281554470842393,-0.05047447739730576,-0.669260129810274,1.129850593827302,0.27528171593536155,0.13076878087706134
66,中国长城,-0.001140149663058829,C39,-0.14231884646306486,0.2689943619808506,-0.46056596378646736,-0.3605017316606439,0.8530859117105806,0.15047538918018466,-0.37084354261026364,0.9253660827502953,-0.027005217614505823,-0.18839907952183657,-0.1983319212646612,-0.8529334615608553,-0.11452332282375495
68,华控赛格,-0.14455775875349033,F51,-1.0872526416389743,-0.32418282042244984,-1.198066688972304,-0.3367032994271635,0.2015766271986827,1.1618755680444277,-0.3255141754541132,1.5374893042099909,-0.06524037637039619,-0.0799729991244408,-0.3788393048564276,-0.9435199243694287,-0.1767035538623554
69,华侨城A,0.3108109987172863,K70,-0.4443234630910838,-1.2360079095374146,-0.8724194684932445,-0.16682946603110496,0.4259723146948224,0.8337991940029562,-0.37084354261026364,1.6205325943940334,0.16867218542187695,-0.8214902355104884,1.909161659147701,-0.5433363403349791,-0.09050266723578536
70,ST 特信,-0.09709315343695259,C39,-0.32558307564697564,0.9185534556468596,-0.36495266222256,-0.5036865019929304,0.6535949225655493,0.6524926546566069,-0.37084354261026364,1.3608669688684392,-0.06236861569004533,-0.5185691407986025,0.5820932665099587,-0.15858089792063879,0.015421974774371369
78,海王生物,0.23525902059462178,F51,-0.9714030166970544,3.673783846237835,-1.0946636223363073,-0.5164315561083072,0.027576329307138485,0.8397586727676334,-0.37084354261026364,2.1001004609035983,-0.04296959073256633,-0.6199293553600521,0.9312709712675935,-0.00136899671908036,0.03616700045301387
88,盐田港,-0.14336722536674346,G55,0.4104657381390404,-1.2361967074137887,0.27293206204571785,0.3619753114853696,1.0125828852682435,0.19276834428356698,-0.24006017849673145,-0.32238213600767884,-0.04917109801609235,-0.5568794228423727,0.7057999509444245,0.40887735566256317,0.10916513165405711
89,深圳机场,-0.09825771239204506,G56,-0.6323241602814961,-0.9433368742705325,1.7009051642875364,-0.4494707498861539,1.6137126178215557,-0.18384690548918572,-0.12131985348932955,0.6028863689228711,-0.04802015800866222,-0.5776870297220191,0.7770216947810977,0.02573798953524534,0.03434762633478467
90,天健集团,-0.006939192105172889,E48,-0.051828709477658635,-0.8683497904632961,-1.270694792732668,-0.38722364280203303,-0.45702792272580445,-0.06146554943402947,-0.32707341171633736,1.7196717933339563,-0.020071361500781926,-0.7770825498811814,1.6506461577524973,-0.37112725118985096,0.01465791329436648
96,广聚能源,-0.1287897777622185,F51,1.0232146819337653,-1.1053340339213933,-1.2239022938913273,-0.445430436339269,0.1933410512733558,-0.17771258558721745,0.017264422089443465,-1.5910591786469759,-0.06621398567086058,0.003922757617295693,-0.5013693196111723,-0.0367718412467909,0.026559494714340704
99,中信海直,-0.12938547415961638,G56,0.5858414725647941,-0.012769305064585132,1.1778925206281758,-0.4976753037890284,0.9880186963063553,-0.09945071651650259,0.042938858034640585,-1.040106854346461,-0.057804249610516854,0.514906892485505,-1.0340488563813914,0.34800514885137857,0.046687975733375645
100,TCL科技,1.794379337456405,C39,-0.7098690750996699,-0.7548994302056076,1.5146650889740352,0.05003354239600103,1.282990893835644,2.0912008530353385,-0.2441475053392384,1.119188993162114,0.20900234533239687,-0.8023303173205518,1.793918396163721,-0.45550798105625767,-0.0459488049933328
151,中成股份,-0.13859467856141042,F51,1.9788181719428246,-0.3023852474228638,-1.1186798184582163,-0.518550257114602,-0.04703482104711986,0.3416288325777834,-0.37084354261026364,1.6633706335106988,-0.0656449592148748,0.3648213009523406,-0.9068786193348567,-2.3455415202549252,-0.7636710909805214
153,丰原药业,-0.1014823325843189,C27,-0.8069329577168743,0.609826019166503,-0.010949618712918227,0.12151095929048494,0.09451414016943438,-0.13867093163260424,-0.2435125238459979,0.7204780980893671,-0.06610985632378043,-0.5475222534937991,0.6747257074756438,0.40370591154409075,0.115065804469935
155,川能动力,-0.11705071994407533,D44,0.6783458726348146,-0.4980570828415883,0.8281751956184035,2.26895403349861,1.5019423905157623,0.5055479788241937,-0.252107480745997,0.424952242332985,-0.044945893428551646,-0.4716312932541005,0.4423627647426798,0.19383147106942258,0.077025377220394
156,华数传媒,-0.05266113085053531,I63,-0.7024104021712827,-0.6437832982376392,0.9393478116731884,-0.3812945647921735,-0.5532376628265332,-0.09079422020850975,-0.2252535351705432,0.2593213368195848,-0.04847003492525777,-0.7296244253070874,1.404819924730632,-0.32773021596233964,0.023300885976598067
157,中联重科,0.3907778490827365,C35,-0.3588900535147539,0.5036357954275751,-0.7224867065088236,-0.05115496070301441,0.1856637523698898,0.0028685490405851496,-0.24779419397415256,0.5640573479721681,0.03742572857677828,-0.6638211068398138,1.1068918528671627,0.09690998921572061,0.08917092876640932
158,常山北明,-0.07540412566466285,I65,-0.6485646831436445,0.25519495356221505,-0.7086928924062577,0.09304810003539751,0.4801291452268511,-0.21851753101152924,-0.37084354261026364,1.183162981094051,-0.044575502367439575,0.11552869478486943,-0.6453921247283969,-0.7319432168724277,-0.12488543383599673
159,国际实业,-0.11459167117445704,F51,-0.49526156385850517,0.17614871541292906,-0.5577965176144762,-0.4646794098228035,0.45887502428110366,-0.18548371613616332,-0.08879286528629084,0.1158113742517839,-0.06657762807558305,-0.37146102782544077,0.1809661817728769,-3.0496551846687585,-0.4464834497490648
166,申万宏源,-0.007166247619128468,J67,1.2003686988317104,-1.190464712722925,-1.2966449530203976,-0.7013826571305458,-1.4803655414432018,0.6193100388133338,-0.18964672293786428,1.815211621199502,0.48256992969947937,-0.6811691754742758,1.1811197727294358,-0.3808883519634675,0.04710404881654652
301,东方盛虹,1.55982294419423,C26,-0.7266911216138602,-1.171550598198875,2.7358792278015627,-0.3236626126132342,1.8370353048005015,-0.16754947947916607,0.47151367151385915,1.9758070894298212,0.1168036911652519,-0.5979005306112798,0.849150373387523,-0.414890597042423,-0.10231536031526399
333,美的集团,4.913566817231871,C38,-0.4536362694027978,-0.6142021036984383,-0.9199869007111331,-0.19842931669861114,-0.5323596859735292,0.007433018731134016,-0.24914630419290879,0.9281185429836428,0.6523403157944406,-0.1968998329252052,-0.18296875900119308,0.7911979098044538,0.25538834301060037
338,潍柴动力,2.408382583874198,C36,-0.03673437816156742,-0.15759443968703127,-0.3954446059519758,0.3632563865124308,0.04525510166607315,0.8838558396068891,-0.2817617976492054,1.092681604393136,0.21597010185224616,-0.6699628078018265,1.1328372238449333,0.25703082773391756,0.14067888522167657
400,许继电气,-0.00145241707445822,C38,0.7061578733847309,1.3675748777166767,-0.819151222044397,-0.19943118306592808,-1.4387481671397835,0.1476370107173576,-0.16821642945237797,0.284783895366205,-0.03348181005272947,0.12117530742156099,-0.652170680291973,0.43184718662211097,0.13466095544599618
401,冀东水泥,0.14043470212207432,C30,-0.2802326586665835,-0.9010718951276343,2.153857092155795,1.082432197857941,1.368252861131792,0.031921938024437,-0.37084354261026364,0.42248055145454455,-0.02877156578430245,-0.82259940707441,1.9160105803399645,-0.478951861060001,-0.046431071521553596
402,金融街,0.0317716961055618,K70,-0.5416654657157882,-1.2382734840539067,-1.1886798872894144,-0.6615872110976121,1.4116757270803777,0.12728103830767265,-0.37084354261026364,1.4600521955714618,0.016562360841452347,-0.8636248577233638,2.1847760083140013,-0.7805332439022407,-0.16339867140732303
403,派林生物,-0.12316847142429485,C27,-0.48481099387974835,-0.7220485997164677,-0.28524907980675296,-0.34008665142171096,0.51936691321723,-0.18848205563949008,-0.1660613272027065,-1.2622920723801656,-0.055357140597071246,0.2333701391234645,-0.7780391532077867,0.832267795178657,0.11055519400010526
404,长虹华意,0.00014389625765417183,C34,1.3501152531724665,0.39416735401705566,-0.6104448173620841,-0.4830907573271025,-0.8415105360934888,0.7213465825313983,-0.30212181537384497,1.0121146078638446,-0.05924202864784788,-0.7154657677789059,1.336811544604028,0.28323281126751276,0.16603097467579314
407,胜利股份,-0.10238050792211349,D45,-0.6694911067382011,-0.7339428659280528,0.6748057725727673,-0.4057992306944184,0.426265311146012,0.20930385184223793,-0.276499104231038,0.43075174048351694,-0.06554178816892692,-0.7587703618763565,1.5523571020806453,0.21563772710231416,0.051805674656377435
408,藏格矿业,-0.1163142462149226,C26,-0.7189037614038839,-1.2375011291051028,-0.02052509982661989,-0.3442747813178705,-1.4350302797388788,-0.1894529819550836,-0.2753358665978186,-1.6636955915942309,-0.03317248460248652,1.323717055194837,-1.4917616341881172,2.4635136516154414,0.24591133292074013
409,云鼎科技,-0.13993918519729004,I65,1.4431084702253647,0.8948164135536099,-0.7566444220368704,-0.3323837772205345,-1.3788145552255189,0.2994921184907035,-0.012762282701681197,-0.5015544094249397,-0.06637836260498445,0.24886466655400424,-0.7941997925963817,0.24580448446006722,0.08600877333431066
410,沈阳机床,-0.13724735779215388,C34,-0.5696881634410808,-0.1309739391182456,0.08229845141474042,-0.1267548113384272,0.6121636406027514,-0.4202098029611447,3.0341123806574117,1.467609954272393,-0.0587026692064445,2.3961582768337544,-1.8103107444586595,-1.219179443567828,-0.2862045331464945
411,英特集团,0.23880757486242038,F51,-0.5668985354870741,2.8105055565160417,-0.9362268088631527,-0.46198586745821196,-0.23800515663863994,0.2278593325402479,-0.3007974189212604,1.3056658725832593,-0.056988831519793275,-0.6758361187769547,1.1579929361007646,0.31324873483847704,0.1377417875027478
415,渤海租赁,0.2437053358659724,L71,-0.9679644420588838,-1.2131633664961168,3.637416502425006,-0.7080179688091698,2.2247210820737573,1.0974633490616623,-0.2954485819911026,1.9171032803727726,0.12693369673153385,-0.7732399696158802,1.6296459267908308,0.2538633182113555,0.0773771480998021
417,合百集团,-0.06880227626677289,F52,-0.5948538101802466,-1.0950445496589896,-0.4679783699969331,0.64169311643251,-0.5919567479100768,0.49954385976914367,-0.2869123884161974,0.6167315200631882,-0.061781298941436615,-0.8236260639174449,1.922374760534602,0.13323938414798647,0.06913890105301874
419,通程控股,-0.13099969361678673,F52,0.4106005842032816,-1.2053797449565,-0.4110039204428534,-0.10771935035940448,0.6368505713212189,0.14551287690048442,-0.2356745450517128,-0.4095771304232921,-0.06672805759997072,-0.8233568053545508,1.9207016222524742,0.31887268031731786,0.06407226564476974
420,吉林化纤,-0.10880328605271727,C28,-0.9021679905877955,-0.541171652428171,1.9238231732406417,-0.37835466184545646,0.6795092708498105,0.19118361397535646,1.3789519887107073,0.8341620701687186,-0.05795029749907934,-0.44336174987825094,0.3638581783368359,-0.12432008063576185,0.0024934493354797477
421,南京公用,-0.09552663328797914,D45,-0.3869717463931531,-1.0163587438191464,0.2247446831265896,-0.6081926609312579,-0.053817292951006866,0.9295079765607731,-0.37084354261026364,1.6117504971946566,-0.0581724398566733,-0.7240212414708627,1.3776353368476406,-0.4729400572722748,-0.026295025537370474
422,湖北宜化,0.06077331325714288,C26,-0.2157593842008715,-1.1312508333146012,1.2189774666874567,-0.20145133983937055,1.2982900598815394,0.40930351278191107,-0.23510873455694803,1.0866795840849668,-0.045258592562300186,-0.47497791661807093,0.45192467184101165,0.5129095731791645,0.19475325610359367
423,东阿阿胶,-0.08459397602507476,C27,1.6492375351773134,-0.8898641666483196,-0.35340278563643435,-0.30418370258638266,-1.3772822629740276,-0.17708018147361246,-0.13403358708588786,-0.8798796082209367,-0.0360847309810752,1.3408531912830213,-1.4987004670170374,1.5971243803007127,0.19872675404787535
425,徐工机械,0.9338995377145243,C35,-0.34211014639563747,1.155297410898662,-0.34683269831352154,-0.006284486678261903,0.2598710427508876,-0.11222155958712547,-0.24718996181848676,1.0515834147216299,0.08163840791805321,-0.5804082783592678,0.7865601466698668,0.3865108598501682,0.14697671870785395
426,兴业银锡,-0.10092847366020873,B09,-0.8275475497878713,-1.1883021188662741,1.1776297171352594,5.1730197275355705,0.5571278207171539,-0.14202267343471062,-0.19278811235850885,-0.41941326339764634,-0.04895405711019972,0.4718489739747056,-0.9994836958893849,2.4795451283827035,0.29208598894627175
428,华天酒店,-0.14586743454557832,H61,-0.9634386710277605,-1.1789652057073954,1.59814226000608,0.48663376604169606,0.8473843591468928,-1.8205124715230658,-0.37084354261026364,1.6011180839186816,-0.06468112117914997,-0.21745120988209743,-0.14502213913058604,-0.8640736140993976,-0.2643417838671521
429,粤高速A,-0.09767238513064455,G54,0.5238122830134678,-1.2190418458286825,1.1724882026456362,-0.5610228214733172,2.1056061464307136,0.6184097929574962,-0.2940058849844121,0.030885548556973497,-0.046951997109522636,-0.43015852596033877,0.3285307235340464,1.8086795401138844,0.24226312847784637
430,张家界,-0.1481585933018347,N78,-0.9817355963695995,-1.2224402076034202,1.5646247068325734,2.7731556008799902,1.7883345433190017,-0.18520843434553527,-0.37084354261026364,1.2811192665223181,-0.06689989604601623,-0.058778875920639954,-0.41108239960174203,-0.6020968741311209,-0.17245960841401226
488,晨鸣纸业,0.160482116902054,C22,-1.1517427718627182,-0.8669423881121409,1.541572123518025,-0.2861829560522955,1.360646831635372,0.5553256226133008,-0.37084354261026364,1.4966534727881509,-0.016186169297723336,-0.7885338559882634,1.714471692173781,-0.47589208995656934,-0.09747756510275879
498,山东路桥,0.5219411583605901,E48,-0.8293763995341535,-0.172346419209192,-1.1233226801664087,-0.023004158185287987,-0.38199707475227423,1.0171629067306207,-0.3356563997919474,1.6689538011746632,0.033647211483436745,-0.8284640322894448,1.9525889796527565,-0.16112352461222101,0.07739227803009924
501,武商集团,-0.07210658557554277,F52,-0.28272731085506075,-1.2613754787448066,1.9956696050733558,3.0767539582546535,0.28553990752198993,-0.18491083240972117,-0.14970758989990615,1.0786109172136318,-0.04887044474578346,-0.8156594847598178,1.873462830193505,-0.26192358955477724,0.0005681657051710586
503,国新健康,-0.14989881874977576,I64,2.5358082681734766,-0.5268401772670258,-1.275371347196361,0.18411939522839058,0.015480327166815083,-0.1852047143213376,-0.37084354261026364,-0.7373822564413243,-0.06289756542414121,2.854195755324877,-1.8992255347086804,-0.9066087419738323,-0.06423143451611876
504,南华生物,-0.15160312395085693,M75,1.859555255999779,0.5955717795002383,-1.1547378053965818,-0.6989847474645101,-1.2659515303450186,0.463898587907009,-0.37084354261026364,0.38233513647919654,-0.06814097093492745,2.7469240124438885,-1.8800939021088299,-0.8340145951607751,-0.07642237585302546
505,京粮控股,-0.002918308228735227,C13,0.37284368621551867,-1.1605659944825482,-0.42437320582609406,0.2523612764776048,1.239928334333791,0.24521324542240805,-0.052886105241066905,0.3185038346128679,-0.06425186528283879,-0.5772067071888565,0.7753407380957817,-0.27071504455618023,-0.003957574694955798
506,*ST 中润,-0.1506151846926001,B09,-1.1800604453535408,-1.270995588718246,0.26126763009088494,8.526315731061944,-0.7022540741369173,1.720891044277647,0.1874221028124086,0.3250996130650206,-0.06850442731434496,-0.6580598421698899,1.082865899871927,-1.0831489155681813,-0.16525587035129485
